"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"08/09/2013","NEUBERGER BERMAN        ","036","SPH","B","41,626","45.27","1,665.04","0.040"
"05/10/2013","NEUBERGER BERMAN        ","036","STEI","B","25,000","9.01","500.00","0.020"
"02/15/2013","NEUBERGER BERMAN        ","036","TISI","B","6,601","45.10","264.04","0.040"
"02/19/2013","NEUBERGER BERMAN        ","036","TISI","B","9,900","45.25","396.00","0.040"
"02/20/2013","NEUBERGER BERMAN        ","036","TISI","B","12,099","44.56","483.96","0.040"
"05/10/2013","NEUBERGER BERMAN        ","036","TISI","B","4,400","40.75","176.00","0.040"
"05/13/2013","NEUBERGER BERMAN        ","036","TISI","B","3,010","40.24","120.40","0.040"
"08/12/2013","NEUBERGER BERMAN        ","036","TOO","B","25,000","32.54","1,000.00","0.040"
"11/08/2013","NEUBERGER BERMAN        ","036","TSCO","S","18,650","71.14","746.00","0.040"
"08/20/2013","NEUBERGER BERMAN        ","036","TSS","S","12,975","28.20","519.00","0.040"
"02/22/2013","NEUBERGER BERMAN        ","036","TTS","B","19,700","17.96","788.00","0.040"
"08/27/2013","NEUBERGER BERMAN        ","036","TXRH","B","25,965","24.98","1,038.60","0.040"
"08/28/2013","NEUBERGER BERMAN        ","036","TXRH","B","22,600","25.05","904.00","0.040"
"08/29/2013","NEUBERGER BERMAN        ","036","TXRH","B","20,166","25.23","806.64","0.040"
"02/19/2013","NEUBERGER BERMAN        ","036","TYL","B","17,273","55.55","690.92","0.040"
"02/20/2013","NEUBERGER BERMAN        ","036","TYL","B","14,927","55.84","597.08","0.040"
"02/21/2013","NEUBERGER BERMAN        ","036","TYL","B","15,938","55.41","637.52","0.040"
"02/22/2013","NEUBERGER BERMAN        ","036","TYL","B","10,001","55.81","400.04","0.040"
"02/19/2013","NEUBERGER BERMAN        ","036","TYPE","B","11,200","21.36","448.00","0.040"
"04/19/2013","NEUBERGER BERMAN        ","036","TYPE","B","2,240","22.40","89.60","0.040"
"04/22/2013","NEUBERGER BERMAN        ","036","TYPE","B","1,100","21.92","44.00","0.040"
"02/14/2013","NEUBERGER BERMAN        ","036","UAL","B","45,356","25.29","1,814.24","0.040"
"02/20/2013","NEUBERGER BERMAN        ","036","UAL","B","81,700","26.04","3,268.00","0.040"
"04/23/2013","NEUBERGER BERMAN        ","036","UAL","B","48,255","31.14","1,930.20","0.040"
"05/02/2013","NEUBERGER BERMAN        ","036","UN","S","15,429","42.35","617.16","0.040"
"04/19/2013","NEUBERGER BERMAN        ","036","UNF","B","1,860","90.22","74.40","0.040"
"04/03/2013","NEUBERGER BERMAN        ","036","USTR","S","11,700","37.80","468.00","0.040"
"05/10/2013","NEUBERGER BERMAN        ","036","VMI","B","8,400","153.12","336.00","0.040"
"05/13/2013","NEUBERGER BERMAN        ","036","VMI","B","8,300","154.01","332.00","0.040"
"05/09/2013","NEUBERGER BERMAN        ","036","VPFG","B","16,244","19.45","649.76","0.040"
"05/10/2013","NEUBERGER BERMAN        ","036","VPFG","B","10,000","19.43","400.00","0.040"
"05/13/2013","NEUBERGER BERMAN        ","036","VPFG","B","11,577","19.49","463.08","0.040"
"08/13/2013","NEUBERGER BERMAN        ","036","VPFG","B","10,400","21.07","416.00","0.040"
"08/14/2013","NEUBERGER BERMAN        ","036","VPFG","B","2,600","21.09","104.00","0.040"
"08/23/2013","NEUBERGER BERMAN        ","036","VPFG","B","6,371","21.07","254.84","0.040"
"08/26/2013","NEUBERGER BERMAN        ","036","VPFG","B","764","21.07","30.56","0.040"
"04/12/2013","NEUBERGER BERMAN        ","036","WDR","S","29,300","44.10","1,172.00","0.040"
"04/17/2013","NEUBERGER BERMAN        ","036","WEC","B","25,000","42.73","1,000.00","0.040"
"04/16/2013","NEUBERGER BERMAN        ","036","WMT","B","55,073","78.61","2,202.92","0.040"
"04/17/2013","NEUBERGER BERMAN        ","036","WMT","B","58,511","78.68","2,340.44","0.040"
"08/12/2013","NEUBERGER BERMAN        ","036","YHOO","S","9,778","27.84","391.12","0.040"
"08/28/2013","NEUBERGER BERMAN        ","036","ZLC","B","35,100","10.69","1,404.00","0.040"
"05/03/2013","NEW JERSEY DIV OF INV. ","030","AMGN","B","50,000","107.28","1,500.00","0.030"
"03/22/2013","NEW JERSEY DIV OF INV. ","030","APC","S","20,000","86.92","800.00","0.040"
"03/12/2013","NEW JERSEY DIV OF INV. ","030","BA","S","30,000","84.09","1,200.00","0.040"
"03/20/2013","NEW JERSEY DIV OF INV. ","030","CAT","B","20,000","86.64","800.00","0.040"
"05/13/2013","NEW JERSEY DIV OF INV. ","030","CHK","S","60,000","20.16","2,400.00","0.040"
"03/22/2013","NEW JERSEY DIV OF INV. ","030","DLTR","S","20,000","46.56","600.00","0.030"
"04/24/2013","NEW JERSEY DIV OF INV. ","030","HSH","B","20,000","35.34","800.00","0.040"
"04/23/2013","NEW JERSEY DIV OF INV. ","030","IBM","S","20,000","190.52","800.00","0.040"
"03/12/2013","NEW JERSEY DIV OF INV. ","030","INGR","B","20,000","66.64","600.00","0.030"
"04/12/2013","NEW JERSEY DIV OF INV. ","030","MNST","S","20,000","56.66","600.00","0.030"
"02/11/2013","NEW JERSEY DIV OF INV. ","030","MON","B","48,500","101.86","1,940.00","0.040"
"03/19/2013","NEW JERSEY DIV OF INV. ","030","NSC","S","41,000","75.58","1,640.00","0.040"
"02/14/2013","NEW JERSEY DIV OF INV. ","030","NUAN","B","40,000","19.01","1,200.00","0.030"
"02/27/2013","NEW JERSEY DIV OF INV. ","030","PEP","S","20,000","74.95","800.00","0.040"
"04/19/2013","NEW JERSEY DIV OF INV. ","030","PSX","B","40,000","57.59","1,600.00","0.040"
"05/03/2013","NEW JERSEY DIV OF INV. ","030","QCOM","B","20,000","63.54","600.00","0.030"
"04/17/2013","NEW JERSEY DIV OF INV. ","030","QCOM","S","20,000","64.24","600.00","0.030"
"02/22/2013","NEW JERSEY DIV OF INV. ","030","TE","S","40,000","17.11","1,600.00","0.040"
"04/04/2013","NEW JERSEY DIV OF INV. ","030","TRW","B","20,000","54.03","800.00","0.040"
"03/21/2013","NEW JERSEY DIV OF INV. ","030","TXI","S","10,000","65.38","400.00","0.040"
"04/22/2013","NEW JERSEY DIV OF INV. ","030","WHR","B","2,500","116.40","100.00","0.040"
"05/13/2013","NEW JERSEY DIV OF INV. ","030","WMT","B","100,000","78.46","4,000.00","0.040"
"09/05/2013","NEW VERNON       ","031","DXJ","B","200,000","46.36","8,000.00","0.040"
"04/01/2013","NEW VERNON       ","031","EMB","B","20,000","117.29","1,000.00","0.050"
"06/20/2013","NEW VERNON       ","031","LCC","B","140,000","16.75","5,600.00","0.040"
"07/19/2013","NEW VERNON       ","031","LCC","B","140,000","18.26","7,000.00","0.050"
"08/13/2013","NEW VERNON       ","031","LCC","S","280,000","17.02","14,000.00","0.050"
"04/01/2013","NEW VERNON       ","031","TLT","B","20,000","118.26","1,000.00","0.050"
"10/31/2013","NEW VERNON/SF INVESTMENTS","031","AXL","B","140,000","18.73","8,400.00","0.060"
"11/14/2013","NEW VERNON/SF INVESTMENTS","031","GS","S","28,000","163.41","1,400.00","0.050"
"11/20/2013","NEW VERNON/SF INVESTMENTS","031","JBLU","B","359,800","8.80","17,990.00","0.050"
"11/08/2013","NEW VERNON/SF INVESTMENTS","031","PCP","B","39,000","251.20","1,950.00","0.050"
"11/08/2013","NEW VERNON/SF INVESTMENTS","031","ROK","B","87,360","111.51","4,368.00","0.050"
"11/14/2013","NEW VERNON/SF INVESTMENTS","031","SAVE","B","86,400","44.97","4,320.00","0.050"
"11/08/2013","NEW VERNON/SF INVESTMENTS","031","UAL","B","126,000","35.40","6,300.00","0.050"
"11/14/2013","NEW VERNON/SF INVESTMENTS","031","UAL","B","105,400","36.60","5,270.00","0.050"
"11/19/2013","NEW VERNON/SF INVESTMENTS","031","UAL","B","77,700","38.37","3,885.00","0.050"
"02/19/2013","NEWLAND CAPITAL MGT     ","025","ACCO","S","30,000","7.99","900.00","0.030"
"02/28/2013","NEWLAND CAPITAL MGT     ","025","ARC","S","150,000","2.21","3,000.00","0.020"
"04/05/2013","NEWLAND CAPITAL MGT     ","025","ARC","S","44,778","2.86","895.56","0.020"
"06/17/2013","NEWLAND CAPITAL MGT     ","025","ARC","S","29,344","3.71","586.88","0.020"
"01/17/2013","NEWLAND CAPITAL MGT     ","025","AXL","B","20,000","11.14","800.00","0.040"
"02/28/2013","NEWLAND CAPITAL MGT     ","025","AXL","B","20,000","12.75","800.00","0.040"
"08/20/2013","NEWLAND CAPITAL MGT     ","025","AXL","B","5,400","19.36","216.00","0.040"
"02/01/2013","NEWLAND CAPITAL MGT     ","025","AXL","S","20,000","11.93","800.00","0.040"
"09/23/2013","NEWLAND CAPITAL MGT     ","025","BLDR","B","40,000","5.93","1,200.00","0.030"
"02/01/2013","NEWLAND CAPITAL MGT     ","025","BMS","B","10,000","36.08","400.00","0.040"
"06/27/2013","NEWLAND CAPITAL MGT     ","025","BRSS","B","40,000","13.28","1,600.00","0.040"
"07/16/2013","NEWLAND CAPITAL MGT     ","025","BRSS","S","30,000","16.51","1,200.00","0.040"
"11/13/2013","NEWLAND CAPITAL MGT     ","025","BZH","S","7,202","19.42","288.08","0.040"
"11/13/2013","NEWLAND CAPITAL MGT     ","025","CGI","B","20,000","19.05","800.00","0.040"
"06/17/2013","NEWLAND CAPITAL MGT     ","025","CNW","S","600","39.45","24.00","0.040"
"11/13/2013","NEWLAND CAPITAL MGT     ","025","CNW","SS","20,000","40.75","800.00","0.040"
"04/18/2013","NEWLAND CAPITAL MGT     ","025","COL","B","10,000","59.03","400.00","0.040"
"09/18/2013","NEWLAND CAPITAL MGT     ","025","CSTM","S","40,000","20.00","1,600.00","0.040"
"07/02/2013","NEWLAND CAPITAL MGT     ","025","CVO","S","100,000","2.06","2,000.00","0.020"
"04/19/2013","NEWLAND CAPITAL MGT     ","025","DOV","B","20,000","68.15","800.00","0.040"
"05/10/2013","NEWLAND CAPITAL MGT     ","025","DOV","S","15,000","73.39","600.00","0.040"
"10/01/2013","NEWLAND CAPITAL MGT     ","025","EDG","S","100,000","11.88","4,000.00","0.040"
"09/19/2013","NEWLAND CAPITAL MGT     ","025","ETN","S","10,000","70.87","400.00","0.040"
"11/18/2013","NEWLAND CAPITAL MGT     ","025","FCX","SS","30,000","36.71","1,200.00","0.040"
"09/18/2013","NEWLAND CAPITAL MGT     ","025","GTI","S","20,000","8.82","600.00","0.030"
"12/02/2013","NEWLAND CAPITAL MGT     ","025","HSC","B","20,000","26.22","800.00","0.040"
"07/08/2013","NEWLAND CAPITAL MGT     ","025","HSC","S","84,408","24.02","3,376.32","0.040"
"07/12/2013","NEWLAND CAPITAL MGT     ","025","HSC","S","40,000","24.95","1,600.00","0.040"
"01/30/2013","NEWLAND CAPITAL MGT     ","025","HTZ","S","20,000","18.27","800.00","0.040"
"11/18/2013","NEWLAND CAPITAL MGT     ","025","HUBG","S","170,000","36.94","6,800.00","0.040"
"05/01/2013","NEWLAND CAPITAL MGT     ","025","IR","SS","10,000","52.62","400.00","0.040"
"10/18/2013","NEWLAND CAPITAL MGT     ","025","JBLU","S","60,000","7.29","1,800.00","0.030"
"10/28/2013","NEWLAND CAPITAL MGT     ","025","JBLU","S","60,000","7.62","1,800.00","0.030"
"11/04/2013","NEWLAND CAPITAL MGT     ","025","JBLU","S","20,000","7.46","600.00","0.030"
"06/26/2013","NEWLAND CAPITAL MGT     ","025","LEA","B","10,000","58.33","400.00","0.040"
"07/24/2013","NEWLAND CAPITAL MGT     ","025","LEA","S","10,000","66.35","400.00","0.040"
"11/05/2013","NEWLAND CAPITAL MGT     ","025","LPX","B","30,000","16.24","1,200.00","0.040"
"10/16/2013","NEWLAND CAPITAL MGT     ","025","MCP","S","50,000","5.24","1,500.00","0.030"
"01/28/2013","NEWLAND CAPITAL MGT     ","025","MLHR","S","20,000","24.07","800.00","0.040"
"05/10/2013","NEWLAND CAPITAL MGT     ","025","MSM","S","30,000","82.01","1,200.00","0.040"
"03/28/2013","NEWLAND CAPITAL MGT     ","025","MWA","B","20,000","5.93","600.00","0.030"
"06/12/2013","NEWLAND CAPITAL MGT     ","025","NCI","S","40,000","13.46","1,600.00","0.040"
"09/25/2013","NEWLAND CAPITAL MGT     ","025","ORB","S","20,000","20.76","800.00","0.040"
"10/07/2013","NEWLAND CAPITAL MGT     ","025","PAG","B","10,000","42.29","400.00","0.040"
"09/18/2013","NEWLAND CAPITAL MGT     ","025","PAG","S","20,000","42.40","800.00","0.040"
"02/01/2013","NEWLAND CAPITAL MGT     ","025","PLOW","S","24,408","13.56","976.32","0.040"
"11/18/2013","NEWLAND CAPITAL MGT     ","025","REGI","B","10,000","11.72","400.00","0.040"
"10/07/2013","NEWLAND CAPITAL MGT     ","025","SAH","SS","10,000","23.88","400.00","0.040"
"06/12/2013","NEWLAND CAPITAL MGT     ","025","SSW","SS","20,000","22.63","800.00","0.040"
"09/20/2013","NEWLAND CAPITAL MGT     ","025","TC","B","20,000","3.57","400.00","0.020"
"09/10/2013","NEWLAND CAPITAL MGT     ","025","TEL","S","10,000","52.40","400.00","0.040"
"10/29/2013","NEWLAND CAPITAL MGT     ","025","TOWR","S","34,600","21.58","1,384.00","0.040"
"06/18/2013","NEWLAND CAPITAL MGT     ","025","UAL","B","20,000","32.35","800.00","0.040"
"06/21/2013","NEWLAND CAPITAL MGT     ","025","UAL","B","20,000","29.97","800.00","0.040"
"02/22/2013","NEWLAND CAPITAL MGT     ","025","UFS","B","20,000","75.63","800.00","0.040"
"02/28/2013","NEWLAND CAPITAL MGT     ","025","UFS","B","20,000","74.96","800.00","0.040"
"02/08/2013","NEWLAND CAPITAL MGT     ","025","UFS","S","10,000","76.32","400.00","0.040"
"02/25/2013","NEWLAND CAPITAL MGT     ","025","UFS","S","15,000","75.68","600.00","0.040"
"03/11/2013","NEWLAND CAPITAL MGT     ","025","UFS","S","25,000","77.75","1,000.00","0.040"
"11/13/2013","NEWLAND CAPITAL MGT     ","025","UPS","B","43,044","100.55","1,721.76","0.040"
"08/26/2013","NEWLAND CAPITAL MGT     ","025","WG","S","20,000","9.94","600.00","0.030"
"08/27/2013","NEWLAND CAPITAL MGT     ","025","WG","S","20,000","9.32","600.00","0.030"
"09/03/2013","NEWLAND CAPITAL MGT     ","025","WLL","S","10,000","51.18","400.00","0.040"
"04/22/2013","NEWLAND CAPITAL MGT     ","025","WM","SS","30,000","38.45","1,200.00","0.040"
"04/03/2013","NEWLAND CAPITAL MGT     ","025","XME","B","40,000","37.49","1,600.00","0.040"
"06/10/2013","NEWLAND CAPITAL MGT     ","025","ZINC","S","20,000","11.95","800.00","0.040"
"07/26/2013","NOKOMIS PARTNERS        ","031","ALK","B","6,378","60.80","191.34","0.030"
"07/29/2013","NOKOMIS PARTNERS        ","031","ALK","B","35,622","60.82","1,068.66","0.030"
"09/09/2013","NOKOMIS PARTNERS        ","031","ALK","B","16,000","58.21","480.00","0.030"
"08/30/2013","NOKOMIS PARTNERS        ","031","AOS","B","25,000","42.19","750.00","0.030"
"09/13/2013","NOKOMIS PARTNERS        ","031","AOS","B","30,000","44.19","900.00","0.030"
"03/18/2013","NOKOMIS PARTNERS        ","031","APA","B","154,000","76.22","4,620.00","0.030"
"05/31/2013","NOKOMIS PARTNERS        ","031","AVG","S","738","18.40","22.14","0.030"
"04/02/2013","NOKOMIS PARTNERS        ","031","COH","SS","110,000","50.53","3,300.00","0.030"
"02/27/2013","NOKOMIS PARTNERS        ","031","CROX","S","20,000","15.34","600.00","0.030"
"03/05/2013","NOKOMIS PARTNERS        ","031","FXI","B","48,000","38.32","1,440.00","0.030"
"01/22/2013","NOKOMIS PARTNERS        ","031","GDI","B","56,100","69.79","1,683.00","0.030"
"11/21/2013","NOKOMIS PARTNERS        ","031","GDX","B","89,200","22.54","2,676.00","0.030"
"09/20/2013","NOKOMIS PARTNERS        ","031","HCOM","S","20,224","27.07","606.72","0.030"
"09/23/2013","NOKOMIS PARTNERS        ","031","HCOM","S","5,402","26.96","162.06","0.030"
"09/24/2013","NOKOMIS PARTNERS        ","031","HCOM","S","15,696","27.14","470.88","0.030"
"09/25/2013","NOKOMIS PARTNERS        ","031","HCOM","S","4,362","27.09","130.86","0.030"
"09/26/2013","NOKOMIS PARTNERS        ","031","HCOM","S","2,418","27.00","72.54","0.030"
"09/30/2013","NOKOMIS PARTNERS        ","031","HCOM","S","1,200","26.95","24.00","0.020"
"10/01/2013","NOKOMIS PARTNERS        ","031","HCOM","S","800","26.95","24.00","0.030"
"10/02/2013","NOKOMIS PARTNERS        ","031","HCOM","S","2,202","26.98","66.06","0.030"
"10/07/2013","NOKOMIS PARTNERS        ","031","HCOM","S","1,000","26.95","30.00","0.030"
"10/08/2013","NOKOMIS PARTNERS        ","031","HCOM","S","18,218","26.51","546.54","0.030"
"10/15/2013","NOKOMIS PARTNERS        ","031","HCOM","S","7,700","27.12","231.00","0.030"
"10/16/2013","NOKOMIS PARTNERS        ","031","HCOM","S","3,620","27.02","108.60","0.030"
"10/17/2013","NOKOMIS PARTNERS        ","031","HCOM","S","8,970","27.02","269.10","0.030"
"10/18/2013","NOKOMIS PARTNERS        ","031","HCOM","S","12,300","27.15","369.00","0.030"
"10/21/2013","NOKOMIS PARTNERS        ","031","HCOM","S","5,876","27.06","176.28","0.030"
"10/22/2013","NOKOMIS PARTNERS        ","031","HCOM","S","1,970","27.01","59.10","0.030"
"10/23/2013","NOKOMIS PARTNERS        ","031","HCOM","S","1,876","27.07","56.28","0.030"
"10/24/2013","NOKOMIS PARTNERS        ","031","HCOM","S","2,200","27.03","66.00","0.030"
"10/25/2013","NOKOMIS PARTNERS        ","031","HCOM","S","800","27.00","24.00","0.030"
"10/28/2013","NOKOMIS PARTNERS        ","031","HCOM","S","41,088","27.00","1,232.64","0.030"
"11/22/2013","NOKOMIS PARTNERS        ","031","HCOM","S","14,000","29.61","420.00","0.030"
"02/22/2013","NOKOMIS PARTNERS        ","031","HD","B","54,000","64.98","1,620.00","0.030"
"01/02/2013","NOKOMIS PARTNERS        ","031","IDCC","S","154,306","42.35","4,629.18","0.030"
"02/26/2013","NOKOMIS PARTNERS        ","031","KSS","S","21,000","45.59","630.00","0.030"
"03/27/2013","NOKOMIS PARTNERS        ","031","KSS","S","24,000","46.61","720.00","0.030"
"11/22/2013","NOKOMIS PARTNERS        ","031","NTLS","SS","60,766","21.06","1,822.98","0.030"
"11/19/2013","NOKOMIS PARTNERS        ","031","P","B","48,000","28.77","1,440.00","0.030"
"08/06/2013","NOKOMIS PARTNERS        ","031","SATS","S","24,724","43.65","741.72","0.030"
"08/13/2013","NOKOMIS PARTNERS        ","031","SATS","S","93,006","43.77","2,790.18","0.030"
"07/15/2013","NOKOMIS PARTNERS        ","031","SIMO","B","95,066","10.54","2,851.98","0.030"
"03/11/2013","NOKOMIS PARTNERS        ","031","SLB","B","32,000","77.70","960.00","0.030"
"06/11/2013","NOKOMIS PARTNERS        ","031","SM","S","26,192","62.50","785.76","0.030"
"06/21/2013","NOKOMIS PARTNERS        ","031","SSYS","B","25,000","81.40","750.00","0.030"
"05/28/2013","NOKOMIS PARTNERS        ","031","TXRH","B","40,000","23.98","1,200.00","0.030"
"07/17/2013","NOKOMIS PARTNERS        ","031","VRA","SS","58,000","23.63","1,740.00","0.030"
"09/23/2013","NOKOMIS PARTNERS        ","031","WTW","SS","36,000","37.58","1,080.00","0.030"
"03/15/2013","NOKOMIS PARTNERS        ","031","WWW","SS","22,000","44.44","660.00","0.030"
"02/05/2013","NOMURA INTERNATIONAL PLC","085","EL","S","5,000","64.88","324.39","0.065"
"01/16/2013","NOMURA INTERNATIONAL PLC","085","STZ","S","16,000","38.03","608.50","0.038"
"01/22/2013","NOMURA INTERNATIONAL PLC","085","STZ","S","9,829","38.00","373.51","0.038"
"01/29/2013","NOMURA INTERNATIONAL PLC","085","UA","B","2,000","48.75","97.50","0.049"
"03/06/2013","NOMURA/ANGEL LANE PRINCIPAL","040","AEO","SS","200,000","20.20","6,000.00","0.030"
"02/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ARCO","SS","60,000","12.80","1,800.00","0.030"
"01/03/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ASNA","SS","50,000","18.06","1,500.00","0.030"
"05/24/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ATI","SS","20,000","28.39","600.00","0.030"
"07/24/2013","NOMURA/ANGEL LANE PRINCIPAL","040","BA","B","20,000","107.85","600.00","0.030"
"04/26/2013","NOMURA/ANGEL LANE PRINCIPAL","040","BKW","SS","100,000","18.21","3,000.00","0.030"
"05/06/2013","NOMURA/ANGEL LANE PRINCIPAL","040","BKW","SS","50,000","18.49","1,500.00","0.030"
"05/07/2013","NOMURA/ANGEL LANE PRINCIPAL","040","BKW","SS","50,000","18.93","1,500.00","0.030"
"02/19/2013","NOMURA/ANGEL LANE PRINCIPAL","040","CAKE","SS","40,000","33.30","1,200.00","0.030"
"07/12/2013","NOMURA/ANGEL LANE PRINCIPAL","040","CHRW","SS","20,000","57.74","600.00","0.030"
"02/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","CMG","B","5,000","315.18","150.00","0.030"
"02/05/2013","NOMURA/ANGEL LANE PRINCIPAL","040","CMG","SS","10,000","308.51","300.00","0.030"
"02/12/2013","NOMURA/ANGEL LANE PRINCIPAL","040","CMG","SS","15,000","322.95","450.00","0.030"
"02/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DAL","B","100,000","14.45","3,000.00","0.030"
"01/18/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DD","B","80,000","46.73","2,400.00","0.030"
"05/22/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DKS","B","50,000","52.74","1,500.00","0.030"
"01/09/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DKS","SS","30,000","47.14","900.00","0.030"
"04/03/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DKS","SS","103,200","46.38","3,096.00","0.030"
"04/04/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DKS","SS","50,000","46.26","1,500.00","0.030"
"02/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DLTR","B","80,000","39.94","2,400.00","0.030"
"02/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DLTR","B","90,000","41.02","2,700.00","0.030"
"08/12/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DOW","S","100,000","37.64","3,000.00","0.030"
"02/25/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DRI","B","133,916","45.52","4,017.48","0.030"
"02/25/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DRI","S","33,916","45.57","1,017.48","0.030"
"01/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DRI","SS","30,000","44.63","900.00","0.030"
"02/20/2013","NOMURA/ANGEL LANE PRINCIPAL","040","DRI","SS","50,000","45.42","1,500.00","0.030"
"02/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","EL","S","28,000","63.34","840.00","0.030"
"02/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","EL","S","50,000","63.15","1,500.00","0.030"
"09/26/2013","NOMURA/ANGEL LANE PRINCIPAL","040","EMN","B","20,000","77.97","600.00","0.030"
"12/02/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ESRX","S","40,000","67.00","1,200.00","0.030"
"08/01/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ETN","B","20,000","69.98","600.00","0.030"
"10/31/2013","NOMURA/ANGEL LANE PRINCIPAL","040","ETN","S","60,000","70.86","1,800.00","0.030"
"01/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","EXPR","B","500,000","17.16","15,000.00","0.030"
"02/06/2013","NOMURA/ANGEL LANE PRINCIPAL","040","EXPR","S","100,000","18.29","3,000.00","0.030"
"01/31/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","B","200,000","12.90","6,000.00","0.030"
"02/21/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","B","100,000","12.37","3,000.00","0.030"
"04/17/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","B","100,000","12.93","3,000.00","0.030"
"04/18/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","B","100,000","12.72","3,000.00","0.030"
"02/05/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","SS","200,000","13.17","6,000.00","0.030"
"03/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","SS","300,000","13.40","9,000.00","0.030"
"03/18/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","SS","400,000","13.11","12,000.00","0.030"
"04/24/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","SS","200,000","13.23","6,000.00","0.030"
"12/03/2013","NOMURA/ANGEL LANE PRINCIPAL","040","F","SS","200,000","16.80","6,000.00","0.000"
"02/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","B","50,000","33.45","1,500.00","0.030"
"02/20/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","B","101,200","34.41","3,036.00","0.030"
"02/28/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","B","80,000","34.18","2,400.00","0.030"
"03/06/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","B","60,000","35.00","1,800.00","0.030"
"05/14/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","SS","200,000","36.32","6,000.00","0.030"
"05/16/2013","NOMURA/ANGEL LANE PRINCIPAL","040","FL","SS","120,000","36.43","3,600.00","0.030"
"02/06/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GD","B","40,000","65.65","1,200.00","0.030"
"01/16/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GE","B","200,000","21.10","6,000.00","0.030"
"09/26/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GE","SS","80,000","24.07","2,400.00","0.030"
"02/20/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GES","SS","50,000","28.44","1,500.00","0.030"
"05/29/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GM","B","40,000","34.21","1,200.00","0.030"
"07/11/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GM","B","60,000","35.89","1,800.00","0.030"
"10/11/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GM","B","200,000","35.04","6,000.00","0.030"
"10/17/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GM","B","200,000","35.33","6,000.00","0.030"
"08/27/2013","NOMURA/ANGEL LANE PRINCIPAL","040","GM","S","300,000","34.08","9,000.00","0.030"
"02/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","HBI","B","80,000","40.40","2,400.00","0.030"
"01/15/2013","NOMURA/ANGEL LANE PRINCIPAL","040","HBI","SS","80,000","37.41","2,400.00","0.030"
"01/22/2013","NOMURA/ANGEL LANE PRINCIPAL","040","HBI","SS","40,000","37.87","1,200.00","0.030"
"10/24/2013","NOMURA/ANGEL LANE PRINCIPAL","040","HD","B","100,000","76.27","3,000.00","0.030"
"02/21/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","B","20,000","41.19","600.00","0.030"
"05/02/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","B","100,000","43.94","3,000.00","0.030"
"07/16/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","B","50,000","48.46","1,500.00","0.030"
"08/26/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","B","100,000","47.54","3,000.00","0.030"
"01/28/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","S","40,000","41.98","1,200.00","0.030"
"09/04/2013","NOMURA/ANGEL LANE PRINCIPAL","040","IP","S","80,000","47.85","2,400.00","0.030"
